exposure_ms,mean_ADU,std_ADU
0.01,639.583016,2.9381199999999694
0.021460169984839177,634.1246160000001,1.1189840000000117
0.04605388957781923,632.436784,0.7454079999999976
0.0988324298803014,630.819688,0.7228880000000117
0.2120960745245969,627.1806320000001,1.0395920000000274
0.4551617812414967,625.471384,1.188536000000056
0.9767849196044712,622.4444000000001,1.0596479999999815
2.096197041333942,621.899432,0.005896000000007007
4.498474482874336,619.994136,0.9721680000000106
9.653802707494474,619.722,1.297647999999981
20.71722471029321,620.070656,0.7398239999999987
44.45951638970033,620.007464,1.1838000000000193
95.41087791667124,621.252024,1.4037359999999808
204.75336584945052,623.817944,1.998328000000015
439.40420360971734,630.8188560000001,0.6227759999999876
942.9688901517418,643.147016,1.166023999999993
2023.627267307152,668.894584,0.2618959999999788
4342.738514236707,722.2171840000001,0.46809600000000273
9319.590671522765,835.864936,1.0767440000000192
20000.000000000004,1086.222976,2.074255999999991
