time_min,reading,relative_std
0.0,2.010797e-08,0.006901452321216298
0.002387070655822754,2.010136e-08,0.006901452321216298
0.0047891577084859215,2.010416e-08,0.006901452321216298
0.007431936264038086,2.008114e-08,0.006901452321216298
0.010096506277720133,2.010489e-08,0.006901452321216298
0.012504029273986816,2.010616e-08,0.006901452321216298
0.01490690310796102,2.010163e-08,0.006901452321216298
0.017547158400217693,2.012137e-08,0.006901452321216298
0.019954097270965577,2.010845e-08,0.006901452321216298
0.022342538833618163,2.012328e-08,0.006901452321216298
0.02500614325205485,2.012545e-08,0.006901452321216298
0.027407761414845785,2.014005e-08,0.006901452321216298
0.029797967274983725,2.012177e-08,0.006901452321216298
0.03246102730433146,2.009506e-08,0.006901452321216298
0.035117451349894205,2.011662e-08,0.006901452321216298
0.03752463658650716,2.011776e-08,0.006901452321216298
0.0401860237121582,2.010246e-08,0.006901452321216298
0.04284680684407552,2.013575e-08,0.006901452321216298
0.045240875085194907,2.012149e-08,0.006901452321216298
0.04764939546585083,2.013289e-08,0.006901452321216298
0.05030641953150431,2.01317e-08,0.006901452321216298
0.05296117862065633,2.011541e-08,0.006901452321216298
0.0553558866182963,2.011309e-08,0.006901452321216298
0.057759654521942136,2.013811e-08,0.006901452321216298
0.060408520698547366,2.012568e-08,0.006901452321216298
0.06281014680862426,2.011865e-08,0.006901452321216298
0.06520214478174845,2.012408e-08,0.006901452321216298
0.06786742607752481,2.011931e-08,0.006901452321216298
0.07053152720133464,2.012616e-08,0.006901452321216298
0.07292565902074179,2.012079e-08,0.006901452321216298
0.07558321158091227,2.009189e-08,0.006901452321216298
0.07824905713399251,2.009825e-08,0.006901452321216298
0.08065430720647176,2.012411e-08,0.006901452321216298
0.08303781350453694,2.01175e-08,0.006901452321216298
0.08543095191319784,2.010844e-08,0.006901452321216298
0.08810135920842489,2.011699e-08,0.006901452321216298
0.09049858252207438,2.010442e-08,0.006901452321216298
0.09289310375849406,2.010733e-08,0.006901452321216298
0.09553753932317098,2.012552e-08,0.006901452321216298
0.09819438854853312,2.011544e-08,0.006901452321216298
0.10061285495758057,2.012386e-08,0.006901452321216298
0.1032574494679769,2.01179e-08,0.006901452321216298
0.10592704216639201,2.012928e-08,0.006901452321216298
0.10832400719324747,2.013386e-08,0.006901452321216298
0.11098702351252238,2.011425e-08,0.006901452321216298
0.11364571650822958,2.012468e-08,0.006901452321216298
0.11604089736938476,2.011367e-08,0.006901452321216298
0.11844339370727539,2.010547e-08,0.006901452321216298
0.12109566529591878,2.013056e-08,0.006901452321216298
0.12375614245732626,2.012344e-08,0.006901452321216298
0.12615657250086468,2.012401e-08,0.006901452321216298
0.12854262590408325,2.012815e-08,0.006901452321216298
0.131208332379659,2.012069e-08,0.006901452321216298
0.13362110455830892,2.011712e-08,0.006901452321216298
0.13599876960118612,2.012879e-08,0.006901452321216298
0.13867302735646567,2.013388e-08,0.006901452321216298
0.14131567478179932,2.015524e-08,0.006901452321216298
0.1437223752339681,2.015074e-08,0.006901452321216298
0.14611172676086426,2.016431e-08,0.006901452321216298
0.14877864917119343,2.013434e-08,0.006901452321216298
0.15144355297088624,2.015667e-08,0.006901452321216298
0.1538452704747518,2.013106e-08,0.006901452321216298
0.15649853150049844,2.014534e-08,0.006901452321216298
0.15915178457895915,2.012239e-08,0.006901452321216298
0.16155591408411663,2.014133e-08,0.006901452321216298
0.16395282745361328,2.012554e-08,0.006901452321216298
0.16660182873408,2.01453e-08,0.006901452321216298
0.1689985752105713,2.014523e-08,0.006901452321216298
0.17140175104141236,2.015644e-08,0.006901452321216298
0.17406174341837566,2.014211e-08,0.006901452321216298
0.17646331389745076,2.01491e-08,0.006901452321216298
0.17885674635569254,2.015756e-08,0.006901452321216298
0.18150798877080282,2.016043e-08,0.006901452321216298
0.18416515986124674,2.013531e-08,0.006901452321216298
0.18656283219655354,2.015045e-08,0.006901452321216298
0.189225439230601,2.012603e-08,0.006901452321216298
0.19188786347707112,2.015551e-08,0.006901452321216298
0.19429896275202432,2.013133e-08,0.006901452321216298
0.19696128765741985,2.015794e-08,0.006901452321216298
0.19935139020284018,2.015794e-08,0.006901452321216298
0.20174711147944133,2.013369e-08,0.006901452321216298
0.2044229030609131,2.012342e-08,0.006901452321216298
0.20706408818562824,2.012699e-08,0.006901452321216298
0.2097364028294881,2.012418e-08,0.006901452321216298
0.2121354381243388,2.014192e-08,0.006901452321216298
0.2145220398902893,2.01449e-08,0.006901452321216298
0.2171851873397827,2.013583e-08,0.006901452321216298
0.21984959443410237,2.013424e-08,0.006901452321216298
0.22224682569503784,2.011751e-08,0.006901452321216298
0.22489938735961915,2.012516e-08,0.006901452321216298
0.22756941318511964,2.012812e-08,0.006901452321216298
0.2300636569658915,2.013356e-08,0.006901452321216298
0.23262515862782795,2.012047e-08,0.006901452321216298
0.23528677622477215,2.011391e-08,0.006901452321216298
0.23794500430425009,2.013625e-08,0.006901452321216298
0.24034467935562134,2.014246e-08,0.006901452321216298
0.2427319844563802,2.0126e-08,0.006901452321216298
0.2453813672065735,2.012391e-08,0.006901452321216298
