exposure_ms,mean_ADU,std_ADU
1.0,993.641405,0.15041300542837666
1.604818007171339,1009.6060160000001,0.06752069031538603
2.575440836141387,1024.7803226666667,0.18546870055139156
4.133113830244112,1041.4683826666667,0.16917208781850876
6.632895500464655,1092.4501463333334,0.12919611992201416
10.644590138831425,1160.8455393333334,0.14191486480834115
17.082629933755133,1266.1419366666667,0.2339786075368648
27.414512127534387,1441.249083,0.6230519889613391
43.99530272008423,1743.0800419999998,0.891045017195279
70.60445403614536,2222.579905666667,2.5118779173711574
113.30729922370725,2978.1547049999995,1.4412008733079575
181.83759413815645,4224.554582,2.9221630211028153
291.81624545362695,6226.788192333333,3.6509744779176105
468.31196548911186,9424.279209333334,9.350424793417226
751.5554751907299,14606.918876333335,19.186574813178236
1206.109759974296,22930.367239666666,5.86139596281749
1935.5866614318513,36275.518673000006,17.252866794197853
3106.2643287064884,57740.98095133334,19.816235851141542
4984.988929742163,65534.0,0.0
7999.999999999999,65534.0,0.0
