X Fit Position,Y Fit Position,Full Signal Value
-0.1746513809753658,-0.04005422008752646,1644864.5000000007
-0.19460436850312846,0.6535718972892646,1639370.0
-0.4353162194080973,1.5348846782052306,1638013.0000000002
-0.567984046754848,2.346307402330652,1638407.4999999993
-0.5365354407850376,3.331954291577155,1636693.0
-0.623248552475637,4.190317532069621,1651765.0000000005
-0.5978127386441834,-4.628633342269612,1649826.9999999995
-0.7286460429438435,-3.494777272029168,1662760.0000000002
-0.7653151700194272,-2.404447156586347,1646641.4999999995
-0.7223955492075973,-1.5500251715433677,1648647.9999999998
-0.6723014816441619,-0.819083769668989,1656088.0
-0.5730610884512544,0.19479662979980716,1651987.5000000002
-0.74209270557418,1.2803444120363494,1656747.0000000002
-0.803058931436329,2.13765783829297,1657489.5000000002
-0.7745662589678837,3.2615957615609403,1649960.9999999998
-0.7672163776102359,4.291839261087169,1645828.5
-0.8113032507020179,-4.309063302849534,1654302.4999999995
-0.8322701567900381,-3.11625259061298,1645477.0
-0.8745980433862854,-2.0939112608102484,1641924.5
-0.7622020795956885,-1.08938135328021,1653301.4999999998
-0.6696519925839439,-0.076094617988538,1648592.4999999998
-0.06666591678307299,-0.09584697889636118,1655476.5000000002
-0.08247779821001444,-1.0450427014317754,1646923.5
0.2666655796744344,-1.1980534523780761,1666966.0000000002
0.8201214743477614,-1.4523100730170668,1646093.0000000002
1.1900022121348641,-1.756861459254342,1648891.4999999998
1.5743418683011434,-1.8696863139376063,1644765.5
2.041303639489538,-2.173434846924067,1641159.9999999998
2.4072126754958134,-2.546181167890431,1629767.5
2.9725666919926397,-2.942212912481441,1637685.0
3.1792929029625405,-3.5699913624273094,1634760.9999999995
3.5931970572809213,-3.9463461200190153,1635081.5
4.269790692726989,-4.54219863030124,1632087.5000000002
4.794238871861136,4.6477608153603,1646343.4999999998
-4.701581180383414,3.81559325336724,1626048.4999999998
-4.308261338632793,3.506007169622798,1634253.0
-4.205363308946595,2.586628720979398,1645617.4999999998
-3.9143284027021252,1.9760809490559161,1635283.0000000002
-3.7863711662360977,1.2446018015773141,1650484.0000000005
-3.644297266813492,0.3813284646948567,1662388.0
-3.5725072991280626,-0.53692242118073,1635769.5000000002
-3.4842193071730954,-1.365604399962912,1632815.5
-2.7075435962445127,-1.3661378541346458,1656112.5
-3.4901032999442805,-2.058546087618822,1632640.0
-4.515148359597667,-2.3902839222651906,1647959.5
4.477224238123529,-2.655012440698936,1630291.0
3.5468617508131928,-2.557739578867775,1636846.5000000005
3.005249877081013,-2.431658522533393,1638550.5
2.7188398994284135,-1.9332715383387722,1636618.0
2.261537813278931,-1.640345565981356,1653089.0
1.9927506854607557,-1.0279479373133427,1648515.0
1.972808592954216,-0.4333499340937763,1630212.4999999998
1.725848608681222,0.2253431323003241,1655699.5
1.5121223799379635,0.7799538803857686,1647402.0
1.3971889989665165,1.5177865259786039,1655743.4999999998
1.2866977529533763,2.3014817611481853,1643145.0000000002
1.0893752536728485,3.3429741069476293,1637576.4999999998
0.9848032664532802,4.206143197104275,1642314.9999999998
0.8772426227892716,-4.4086845138672,1651859.0
0.8869726713667525,-3.3701715359350892,1654788.5000000002
0.798584908004365,-2.1880110645187223,1647961.5000000002
