X Fit Position,Y Fit Position,Full Signal Value
-0.15859067368307223,0.2606960958583038,1192991.4999999993
-0.33091452907642704,0.9418983650931878,1187143.9999999998
-0.6191787343882638,1.5267058670653633,1202762.5000000005
-0.831325456258476,2.2460142982135167,1207609.0000000005
-0.8341313981603626,3.1380338087921444,1187575.9999999995
-0.7726558629399882,4.087985555487332,1196005.5
-0.8895727087389638,-4.652581731792207,1176252.5
-1.0494880757176794,-3.3957736322718546,1198435.0
-1.0905149978904838,-2.4442172897760805,1206696.5000000002
-1.0466894387352177,-1.5763155093750747,1191789.0
-0.8854453335836077,-0.8388247483670952,1204719.0000000002
-0.892730779568236,-0.7855122351166877,1200461.9999999998
-0.9084462891712342,1.3196053652858097,1194732.5
-1.1644000790638742,2.3115424454112166,1205094.9999999998
-1.0517805351388176,3.2587008097400627,1207621.9999999998
-1.0819431131080393,4.507957830886848,1195136.5
-1.0278064213425964,-4.218797427599892,1191140.4999999998
-1.06474932922497,-3.1270021465539877,1187377.0
-1.2535547183555806,-2.165423049965476,1198552.5
-1.1869623504196447,-1.4432663777776433,1204734.0
-0.8666391918801608,-0.4466653091118822,1196012.0000000002
-0.1584301277950395,-0.07732740859848874,1210520.0
-0.5027429254991134,-1.3565360657990766,1201151.5000000002
-0.35428120765869764,-1.8193313327003224,1196379.4999999998
0.06791488530428325,-1.8902124985244662,1190578.4999999998
0.5228563805586006,-2.0930467369410444,1190095.0000000002
1.1653468330030314,-2.077526325658159,1188678.5000000002
1.6259555287164673,-2.399432149018601,1187721.0000000005
2.1184560666996255,-2.6823941152920128,1194699.9999999998
2.419517266519815,-2.916039452303032,1184555.5
2.852813531177887,-3.3321767646531875,1190938.4999999998
3.324825830945688,-3.8857804215036573,1190455.0
3.9004692767090354,-4.6175355798234285,1187845.0
4.529365447269207,4.732701205745169,1183292.5
-4.914770864775164,4.052329847181095,1189201.5
-4.329352620507478,3.1846245229299264,1184268.9999999998
-4.091490760435068,2.4102500930262316,1190258.4999999998
-3.907422737908135,1.6463905635374054,1190782.5000000002
-3.825479832855958,0.9578266071790331,1184718.5000000002
-3.6069640931455282,-0.27735246160832006,1189706.5000000002
-3.6912730598209187,-1.1152828362832246,1203513.0
-3.6820959515567075,-1.8069188884211052,1196569.0
-3.188479673843041,-1.9493428899046883,1186193.4999999998
-3.607033851923962,-2.1886669292667627,1192937.9999999998
-4.325273971383385,-2.554704807326189,1193683.0
4.738905877745481,-2.651457707142608,1189992.5000000002
3.743100882774648,-2.5635937712922185,1189789.0000000002
2.9769233263316863,-2.3032413706850186,1195053.0
2.651944351844353,-1.9004972616680682,1209853.0000000005
2.155142984926801,-1.4574729729930347,1205517.0
2.095033394622039,-0.9179457117923739,1196393.5000000005
1.8288930748404475,-0.31139999993834877,1195536.9999999998
1.593046649485963,0.2403174888226367,1188958.5
1.4277784851193864,0.7561256654662962,1195237.5
1.1752831603093838,1.5137061965630316,1198849.5000000002
0.9647710168799151,2.3065832654421214,1196742.4999999998
0.8369311898061405,3.3406022154810877,1181340.9999999998
0.8121762499799345,4.455183324276408,1187918.5000000002
0.8108772925908525,-4.09432590818982,1178715.0000000002
0.6483781634440078,-2.9602725483551318,1188200.9999999995
0.8205637784480047,-1.9522323368632755,1205422.0
0.7619876962405847,-0.9592788761878346,1192093.5
0.8631794539076054,-0.09685831067953288,1198979.9999999998
1.6045556418401041,-0.23407528409876477,1197456.9999999998
1.657697081551568,-0.9131212753023732,1203380.5000000002
2.201458680077817,-1.0908534763126987,1192752.5
2.9069017688199317,-0.9283993980582217,1197495.4999999998
3.72786716701766,-1.2555349959685813,1187660.0
4.669177568409815,-1.3305598900807603,1182082.5
-4.7873840902350295,-1.5921666146025437,1184503.0
-4.378610078847949,-1.7975931693119307,1180110.0
-4.07647067470565,-2.173084055843013,1181715.5000000002
-3.7569164685926104,-2.5304376138134366,1185819.0000000002
-3.491577469819376,-2.970034068928449,1184609.5
-3.276690180794546,-3.3378238368130653,1194476.4999999998
-2.9957973778543234,-4.044336387532841,1180096.5
-2.851152421355927,-4.8545815441487505,1190111.0
-2.546663354668617,4.110592009564975,1173691.5
-2.5055084212379874,3.2307345778646557,1192263.5
-2.3653375858626013,2.440756523221701,1192013.0000000002
-2.2561703925467924,1.5831587428962557,1198003.9999999998
-2.0740474010698406,0.8776079433832962,1194764.9999999998
-2.17709264497028,-0.930022022583028,1187659.5
-2.428583270663811,-1.6381394577003228,1178151.0
-1.482723183255441,-1.5502735814685842,1204640.0
-2.205329386859578,-2.090581533738689,1182720.9999999998
-2.9011066211060843,-2.515736156026005,1198500.5000000002
-3.393373057356044,-2.671744671609293,1171913.5
-3.698288975722086,-2.4338995433151744,1207320.5
-4.037117971291018,-2.101445794251706,1190048.5
-4.406209221837578,-1.8167394014817262,1191793.0
-4.6732765721106695,-1.3355122062006863,1189928.0
4.9538949192487,-0.8517290374405384,1200741.5000000002
4.5681943112295365,-0.2623198543236427,1197156.5000000002
4.287429545983166,0.5253207416444816,1194271.0
3.7891531353872487,1.125879687853999,1187242.5
3.508387980120169,1.8392891418750779,1190899.0
3.246962729982954,2.690455562861267,1197478.0
3.049679915999004,3.6606019841170756,1170654.0
2.88330562486367,4.987643446817778,1191371.5
2.9868810695400505,-3.8025507848862894,1190132.5
2.820334481060076,-2.6112430660224817,1195120.0000000007
2.8778180447792323,-1.727273513226315,1187160.9999999995
2.9728771480706584,-0.9413552257619706,1197431.5000000007
3.0494837785828643,-0.0990222992804668,1196805.5
3.055228863566608,-0.013922118182332355,1203016.0
3.109812766865332,-0.8211980651613615,1190150.5
3.889622337770664,-0.8133717467388024,1197158.0
4.7021072550618825,-0.8760495062171358,1185463.5000000005
-4.466112638192943,-1.0443406460839277,1185804.0000000002
-4.006785879927648,-1.249574979271788,1206111.5
-3.8006246417553413,-1.4758268546437137,1194054.0000000002
-3.5948455649288924,-1.8362978349674641,1209158.9999999998
-3.374590083063964,-1.9621543818483644,1202054.4999999998
-3.107665816338301,-2.4610202448902996,1185128.0000000002
-2.767269596561075,-2.774718006501864,1193396.5
-2.4564321631496533,-3.204226340151841,1193865.4999999995
-2.1562684138879895,-3.619402748180267,1189810.5
-1.9441682723258857,-4.375623644011188,1191239.5
-1.752374290935581,4.730919024586555,1193117.5
-1.6598078859400367,3.6887293947373756,1193655.0000000002
-1.6154099428437085,2.942332624963644,1181055.0
-1.6242242233416526,1.908815559173842,1210791.9999999998
-1.4069857155759813,1.276909418451453,1182813.0
-1.309844238251472,-0.1968680889943819,1201845.0
-1.3338729181444364,-1.044298427672814,1194790.9999999998
0.29413786855121415,-0.5927758528062199,1194033.5000000002
-0.5547243703265359,-1.117091406078874,1186715.4999999995
-1.4046849265012185,-1.6596196473256164,1206877.5000000002
-1.994359970669155,-2.003082274454542,1184151.0
-2.5030120528170308,-2.01527300659059,1198302.9999999998
-2.7612938430938705,-1.8089888825126543,1193067.5
-2.9529576928302426,-1.389125499254753,1188631.0
-3.189126633169188,-1.0415941964032704,1179815.0
-3.2674413503231214,-0.5194529792240843,1204589.5
-3.3775668534164893,0.7743820078750119,1190092.9999999998
-3.5769352629727535,1.3351449998738651,1175945.0
-3.7208459295197116,1.9493605704050232,1195718.9999999998
-3.856780292744393,2.674364208317126,1184216.4999999998
-3.880866705742605,3.505809169039864,1183304.0
-4.009282137677381,4.621851000340786,1168329.5
-4.059576592720955,-4.279556059961447,1186619.0
-4.152670205980193,-3.1276912065495566,1188784.5
-4.164879832486861,-2.3174342379072144,1196135.5
-4.136204095599236,-1.4253578006039724,1188016.0000000002
-4.1426130400349415,-0.4932979494488343,1190477.4999999998
-4.166481316087278,0.541218416899163,1168969.5
-3.4612367342440464,0.8401444572315597,1188440.0000000002
-3.3937351769094093,-0.5498223600056384,1210475.4999999998
-3.0803518040776012,-0.5814080656276666,1203998.0000000002
-2.7391831985224613,-0.7171280649626155,1186654.0000000005
-2.3620529870099816,-0.9384945812164069,1193177.5000000002
-1.9301908069651574,-0.8432077160654039,1201358.4999999995
-1.6358605341969579,-0.8942761531615595,1196856.5
-1.5439207387960607,-1.227162701673663,1177196.0000000005
-1.1301493199260904,-1.286398382716687,1191028.9999999998
-0.7586066377806588,-1.4999958418739645,1179552.4999999998
-0.687301885399183,-1.9013695219626925,1182284.0
-0.2311745612680305,-2.2149281635640783,1176956.0000000002
0.06306486189577853,-2.823182642662765,1174045.5
0.32303923753062236,-3.46248717355067,1177004.5000000002
0.5860622259064385,-4.330234037337899,1185643.0000000002
0.8442262662023836,4.306798140386601,1184969.0000000002
1.0076912821597972,3.2486718276948956,1172257.4999999998
1.0940169933421018,2.148136825851097,1175136.5
1.1495288360366551,1.3678026078415506,1193071.5000000002
1.2938841019204617,0.33831087374966984,1186873.0000000002
1.434620707404246,-0.4419522119950514,1192497.4999999995
2.5344670443249306,-0.47907852761719383,1189191.0
1.5419969465682293,-0.8505940964223946,1201266.4999999998
0.4755642263334181,-1.3501495235917638,1185954.4999999995
-0.3680644782603082,-1.5016876119717715,1182471.9999999998
-0.7734357379470858,-1.5881872754108706,1190468.0
-1.2464081708158048,-1.4802671466308581,1165373.0000000002
-1.457104256124282,-1.144255193973862,1204393.0000000002
-1.6715480591632925,-0.750325794513973,1206204.0
-1.7234843565627322,0.5929446466734056,1199377.5
-2.04997097851761,1.1574868587009135,1201540.9999999998
-2.1258129350501065,1.5847040018330993,1190119.0000000002
-2.360801942666022,2.2239643854682534,1192909.0000000002
-2.4474041999796547,2.963356003946185,1197364.5
-2.4947422201551106,3.837147082894301,1189989.0
-2.5679492209619426,4.866012885671616,1179450.0000000002
-2.6680030309333524,-4.188054174166869,1175561.0
-2.78206620933398,-3.212395250622535,1194248.5
-2.757423616886232,-2.1901941780165934,1198401.0000000002
-2.7184190590072532,-1.5260139487842217,1188507.4999999998
-2.656024014838003,-0.6173091407771736,1199278.0000000002
-2.685693509182272,1.082534887845732,1211570.4999999998
-1.9869003454534884,1.1927290758384146,1201997.4999999995
-1.9430249644664421,-0.4938337772149559,1180246.0
-1.41053682679539,-0.38807466990926187,1207361.9999999995
-0.9011405163881037,-0.4067624550917692,1192176.4999999995
-0.4554560850755607,-0.3250421343487986,1201104.5000000002
-0.06452059596023574,-0.23507368488136393,1194393.0000000002
0.1263983484303388,-0.48918843493988007,1193252.5
0.5774752541547379,-0.699595258169321,1191203.0
0.9892754194706299,-0.8832085804744771,1186579.4999999998
1.490075401648614,-1.2242855788284501,1186103.9999999998
1.8387147454569153,-1.5910289921530563,1193912.0
2.2785603334149407,-2.0876316230985026,1192525.9999999993
2.6902913078706625,-2.6403529168417705,1167404.0000000002
2.981536770016646,-3.3592612804529587,1177592.0
3.2671622440135195,-4.232971846348548,1169501.4999999998
3.572383972702955,4.5491371813796455,1160914.0
3.813747797875191,3.402391223870982,1182257.0
3.9954912731391623,2.370052350263432,1175854.5
4.121844992631978,1.450841837756851,1196336.0
4.259386146154913,0.5631955339245742,1170842.5000000002
4.542727342730046,-0.29755368755603584,1185557.5
-4.031834964064451,-0.5575768166693962,1193257.0000000005
4.886032067281789,-0.7318878633547676,1194088.0
3.252554891195061,-1.213590077947213,1192975.0
2.308463601299948,-1.2768286667155593,1185329.0000000002
1.5267120441560778,-1.2629202966953024,1192280.0000000002
1.1171880265304956,-1.0853826319980797,1182405.0000000002
0.6188654664281046,-0.7684642728347413,1197049.5000000002
0.4253731664829097,-0.41928613476747145,1205888.5000000002
0.2056299228141789,0.2733417388470194,1189159.0000000002
-0.15472080785610132,0.8895195681330925,1201175.4999999998
-0.438515933523842,1.5318744170644472,1208586.5
